generation,generation_best_loss,cumulative_best_loss,convergence,eval_count
1,81.70988093282836,81.70988093282836,0.00015555823366735733,289
2,48.72435228688443,48.72435228688443,0.00014180185172659812,434
3,48.72435228688443,48.72435228688443,0.00015209004783226307,579
4,48.72435228688443,48.72435228688443,0.00016114110994066094,724
5,48.72435228688443,48.72435228688443,0.00015572389531581305,869
6,46.00523301235579,46.00523301235579,0.0001670293321042626,1014
7,46.00523301235579,46.00523301235579,0.00015882952915395745,1159
8,18.734245337941726,18.734245337941726,0.00014823791381343604,1304
9,18.734245337941726,18.734245337941726,0.0001602119931741749,1449
10,18.734245337941726,18.734245337941726,0.00017097363763049885,1594
11,18.734245337941726,18.734245337941726,0.00017053176315729945,1739
12,15.159619187645973,15.159619187645973,0.00016226947017394574,1884
13,15.159619187645973,15.159619187645973,0.00015711929840071318,2029
14,15.159619187645973,15.159619187645973,0.0001531703874118042,2174
15,15.159619187645973,15.159619187645973,0.00014866601224928483,2319
16,13.647212924955124,13.647212924955124,0.0001822988439064572,2464
17,13.647212924955124,13.647212924955124,0.0001750152583429103,2609
18,13.647212924955124,13.647212924955124,0.00017700209063642127,2754
19,12.93580908003593,12.93580908003593,0.00017065278679350606,2899
20,12.93580908003593,12.93580908003593,0.00017568747596779672,3044
21,9.187966258783465,9.187966258783465,0.00018942514395770595,3189
22,9.187966258783465,9.187966258783465,0.00021470786765035785,3334
23,9.187966258783465,9.187966258783465,0.00022283087776342938,3479
24,9.187966258783465,9.187966258783465,0.00025026023557461193,3624
25,3.761189705319189,3.761189705319189,0.0002242734252346292,3769
26,3.761189705319189,3.761189705319189,0.0002063408591561174,3914
27,3.761189705319189,3.761189705319189,0.00020838251134871127,4059
28,3.5680264809702913,3.5680264809702913,0.00020430368223021633,4204
29,3.5680264809702913,3.5680264809702913,0.00020679882013403315,4349
30,3.5680264809702913,3.5680264809702913,0.00020894095626491783,4494
31,3.5680264809702913,3.5680264809702913,0.00019693987694317184,4639
32,3.5680264809702913,3.5680264809702913,0.000194645075670455,4784
33,1.2905890885835978,1.2905890885835978,0.00017373639964602828,4929
34,1.2905890885835978,1.2905890885835978,0.00017784545938315035,5074
35,1.2905890885835978,1.2905890885835978,0.00017229034379128246,5219
36,1.2905890885835978,1.2905890885835978,0.0001817755991449119,5364
37,1.2905890885835978,1.2905890885835978,0.00017436844851010603,5509
38,1.2905890885835978,1.2905890885835978,0.00017487281368044956,5654
39,1.2905890885835978,1.2905890885835978,0.00017177917678148924,5799
40,1.2696950293813163,1.2696950293813163,0.00016390357865420156,5944
41,0.9117353573506275,0.9117353573506275,0.00015315975053662925,6089
42,0.9117353573506275,0.9117353573506275,0.00015857212047129648,6234
43,0.9117353573506275,0.9117353573506275,0.0001715553057387412,6379
44,0.7976328369729481,0.7976328369729481,0.0001653657074294729,6524
