generation,generation_best_loss,cumulative_best_loss,convergence,eval_count
1,80.81824906030396,80.81824906030396,0.00012673795219338228,289
2,69.34690373889893,69.34690373889893,0.00014554377046669805,434
3,28.417173173249253,28.417173173249253,0.00015114901360924088,579
4,28.417173173249253,28.417173173249253,0.0001450370366151652,724
5,28.417173173249253,28.417173173249253,0.00015115032123391494,869
6,19.488458890940368,19.488458890940368,0.00015968586288883334,1014
7,19.488458890940368,19.488458890940368,0.0001604219405495975,1159
8,16.407110326194537,16.407110326194537,0.00018315320042659302,1304
9,16.407110326194537,16.407110326194537,0.00019838539064088407,1449
10,16.407110326194537,16.407110326194537,0.00019632619037744748,1594
11,16.407110326194537,16.407110326194537,0.00020645623212054361,1739
12,11.814360754078885,11.814360754078885,0.00021162069944983676,1884
13,9.769597066660038,9.769597066660038,0.00018458712278996602,2029
14,9.769597066660038,9.769597066660038,0.0001890252034420301,2174
15,8.11507750966674,8.11507750966674,0.0001795938223214696,2319
16,8.11507750966674,8.11507750966674,0.0001794554328695956,2464
17,8.11507750966674,8.11507750966674,0.00017597521877315593,2609
18,8.11507750966674,8.11507750966674,0.0001807731826628795,2754
19,3.1838698368889418,3.1838698368889418,0.00017690660758383554,2899
20,3.1838698368889418,3.1838698368889418,0.0001769826747363029,3044
21,2.2429219249986976,2.2429219249986976,0.00018025292924218715,3189
22,2.2429219249986976,2.2429219249986976,0.00019233192678131964,3334
23,2.2429219249986976,2.2429219249986976,0.00021418981926122843,3479
24,2.2429219249986976,2.2429219249986976,0.0002064338151866522,3624
25,2.1254073104666538,2.1254073104666538,0.00016472415109378117,3769
26,2.1254073104666538,2.1254073104666538,0.00015803953879836292,3914
27,2.1254073104666538,2.1254073104666538,0.0001569659890005719,4059
28,2.1254073104666538,2.1254073104666538,0.00018258756143630723,4204
29,2.1254073104666538,2.1254073104666538,0.00018217815577342223,4349
30,2.1254073104666538,2.1254073104666538,0.00019584212878922375,4494
31,2.1254073104666538,2.1254073104666538,0.0001981746637920743,4639
32,2.1254073104666538,2.1254073104666538,0.00019856227177907437,4784
33,2.1254073104666538,2.1254073104666538,0.00019736993093081974,4929
34,2.1254073104666538,2.1254073104666538,0.00019145428362437304,5074
35,2.1254073104666538,2.1254073104666538,0.00019347211634435768,5219
36,2.1254073104666538,2.1254073104666538,0.00019282960214801729,5364
37,2.1254073104666538,2.1254073104666538,0.0001921206328927385,5509
38,1.9857040126164607,1.9857040126164607,0.0001915126758317342,5654
39,1.9857040126164607,1.9857040126164607,0.00019474884316557502,5799
40,1.9857040126164607,1.9857040126164607,0.0001968676834514091,5944
41,1.4006832456530194,1.4006832456530194,0.00019348583760662983,6089
42,1.4006832456530194,1.4006832456530194,0.00019325856633876787,6234
43,1.4006832456530194,1.4006832456530194,0.00020366461738814665,6379
44,1.4006832456530194,1.4006832456530194,0.00019975676466131193,6524
45,1.4006832456530194,1.4006832456530194,0.00019983304864720297,6669
46,1.4006832456530194,1.4006832456530194,0.00020263628063527635,6814
47,1.4006832456530194,1.4006832456530194,0.00020370483364445032,6959
48,1.4006832456530194,1.4006832456530194,0.00020944520263824817,7104
49,1.286913940909985,1.286913940909985,0.0002109441794002921,7249
50,1.0314752563711007,1.0314752563711007,0.00020733318483984797,7394
51,1.0314752563711007,1.0314752563711007,0.00020035144911710742,7539
52,1.0314752563711007,1.0314752563711007,0.00019983910183014316,7684
53,1.004037443451546,1.004037443451546,0.00021177693461269212,7829
54,1.004037443451546,1.004037443451546,0.00020270636363257198,7974
55,1.004037443451546,1.004037443451546,0.00019322152191309335,8119
56,0.8715881361897423,0.8715881361897423,0.00021339724112438773,8264
57,0.8715881361897423,0.8715881361897423,0.00021436227963808903,8409
58,0.8715881361897423,0.8715881361897423,0.00022604696590437358,8554
59,0.8715881361897423,0.8715881361897423,0.00022848525640704328,8699
60,0.8715881361897423,0.8715881361897423,0.00022372825681447783,8844
61,0.8715881361897423,0.8715881361897423,0.00022447278533487892,8989
62,0.8715881361897423,0.8715881361897423,0.00022391146639787025,9134
63,0.8715881361897423,0.8715881361897423,0.00022849220521432744,9279
64,0.6345582192622814,0.6345582192622814,0.00022030406535893668,9424
65,0.6345582192622814,0.6345582192622814,0.00022078372882467442,9569
66,0.6345582192622814,0.6345582192622814,0.00022657958951678657,9714
67,0.6345582192622814,0.6345582192622814,0.00022328471793052877,9859
68,0.6345582192622814,0.6345582192622814,0.00022078754630912168,10004
69,0.6345582192622814,0.6345582192622814,0.000218612611726989,10149
70,0.6345582192622814,0.6345582192622814,0.00021584483216226163,10294
71,0.41384980220561984,0.41384980220561984,0.00020449904104915048,10439
72,0.2914612135052279,0.2914612135052279,0.00019099065306723534,10584
73,0.2914612135052279,0.2914612135052279,0.00018813004499258776,10729
74,0.2914612135052279,0.2914612135052279,0.00018866065853604189,10874
75,0.2914612135052279,0.2914612135052279,0.00019277965163727492,11019
76,0.27624712682272856,0.27624712682272856,0.00018533282181434321,11164
77,0.27624712682272856,0.27624712682272856,0.00018331254027505227,11309
78,0.27624712682272856,0.27624712682272856,0.00018780345105233757,11454
79,0.27624712682272856,0.27624712682272856,0.00017508501480875932,11599
80,0.27624712682272856,0.27624712682272856,0.0001864432857714877,11744
81,0.27624712682272856,0.27624712682272856,0.0001939111218758572,11889
82,0.27624712682272856,0.27624712682272856,0.0001916204819467168,12034
83,0.27624712682272856,0.27624712682272856,0.00019082653854198301,12179
84,0.27624712682272856,0.27624712682272856,0.0001828572715866043,12324
85,0.22131215876344698,0.22131215876344698,0.0001906446690824826,12469
86,0.22131215876344698,0.22131215876344698,0.00019040044010579246,12614
87,0.22131215876344698,0.22131215876344698,0.00019582833454728752,12759
88,0.22131215876344698,0.22131215876344698,0.00020320789634221617,12904
89,0.22131215876344698,0.22131215876344698,0.00019884857935123097,13049
90,0.22131215876344698,0.22131215876344698,0.00020266339255538157,13194
