generation,generation_best_loss,cumulative_best_loss,convergence,eval_count
1,112.21636976947256,112.21636976947256,0.00013931514735368092,289
2,33.006063528392524,33.006063528392524,0.00012047359544360612,434
3,33.006063528392524,33.006063528392524,0.00010383981106588892,579
4,33.006063528392524,33.006063528392524,0.00012642575062274197,724
5,26.28760795762657,26.28760795762657,0.00011938812826931054,869
6,26.28760795762657,26.28760795762657,0.0001356492685180453,1014
7,16.995497378719925,16.995497378719925,0.0001262924292731026,1159
8,11.520005005825384,11.520005005825384,0.0001282853659022763,1304
9,11.520005005825384,11.520005005825384,0.0001573317832802225,1449
10,11.520005005825384,11.520005005825384,0.0001472558914268123,1594
11,8.922206278405477,8.922206278405477,0.00015464497044057304,1739
12,8.922206278405477,8.922206278405477,0.00015101517907603655,1884
13,5.001379441562842,5.001379441562842,0.00013620299428311478,2029
14,5.001379441562842,5.001379441562842,0.00016202100904797365,2174
15,5.001379441562842,5.001379441562842,0.00017307119094765334,2319
16,5.001379441562842,5.001379441562842,0.000171952097739578,2464
17,5.001379441562842,5.001379441562842,0.00017098262982470397,2609
18,4.845073137736083,4.845073137736083,0.00017383738064623608,2754
19,4.845073137736083,4.845073137736083,0.00017285494144330033,2899
20,4.845073137736083,4.845073137736083,0.00020138100075439287,3044
21,3.2457985806310954,3.2457985806310954,0.00020213108967519084,3189
22,1.4836995188528876,1.4836995188528876,0.00017361563538129796,3334
23,1.4836995188528876,1.4836995188528876,0.00018000666007186104,3479
24,1.4836995188528876,1.4836995188528876,0.00017002755770692264,3624
25,1.4836995188528876,1.4836995188528876,0.00018692366282331763,3769
26,1.4836995188528876,1.4836995188528876,0.00019326621529759807,3914
27,1.4836995188528876,1.4836995188528876,0.00020285892838032234,4059
28,1.4836995188528876,1.4836995188528876,0.0002030514422418374,4204
29,1.205743959306757,1.205743959306757,0.0001878021902695922,4349
30,1.205743959306757,1.205743959306757,0.00019708654609258735,4494
31,1.0255251873422357,1.0255251873422357,0.0001970596617522715,4639
32,0.5536220417081783,0.5536220417081783,0.00018132780794636184,4784
33,0.5536220417081783,0.5536220417081783,0.00017208039702790878,4929
34,0.5536220417081783,0.5536220417081783,0.00018014339298847836,5074
