generation,generation_best_loss,cumulative_best_loss,convergence,eval_count
1,0.22628278674813043,0.22628278674813043,0.00012772314748058652,225
2,0.22628278674813043,0.22628278674813043,0.00013392741890201222,338
3,0.22628278674813043,0.22628278674813043,0.00021068036306923492,451
4,0.22628278674813043,0.22628278674813043,0.00023498602168473787,564
5,0.22628278674813043,0.22628278674813043,0.00024246874018053798,677
6,0.22628278674813043,0.22628278674813043,0.0002795302247986532,790
7,0.22628278674813043,0.22628278674813043,0.0003018249558911615,903
8,0.22628278674813043,0.22628278674813043,0.0003242596222598803,1016
9,0.22628278674813043,0.22628278674813043,0.00035957107734125795,1129
10,0.22628278674813043,0.22628278674813043,0.0004238543515262741,1242
11,0.22628278674813043,0.22628278674813043,0.00041706718104830924,1355
12,0.22084099924126854,0.22084099924126854,0.000493102775343619,1468
13,0.22084099924126854,0.22084099924126854,0.0004891516804086483,1581
14,0.22084099924126854,0.22084099924126854,0.0004934831887929332,1694
15,0.19403443031152523,0.19403443031152523,0.0005366641547517421,1807
16,0.19403443031152523,0.19403443031152523,0.0006127449977117036,1920
17,0.19403443031152523,0.19403443031152523,0.0006281670162325572,2033
18,0.19403443031152523,0.19403443031152523,0.0007605631879273696,2146
19,0.19403443031152523,0.19403443031152523,0.0007502646150090184,2259
20,0.19403443031152523,0.19403443031152523,0.0007617852124791779,2372
21,0.19403443031152523,0.19403443031152523,0.0007981580096600022,2485
22,0.19128917263873277,0.19128917263873277,0.0008060240983948902,2598
23,0.19128917263873277,0.19128917263873277,0.0008194797008676021,2711
24,0.19128917263873277,0.19128917263873277,0.0008119034480348177,2824
25,0.19128917263873277,0.19128917263873277,0.0008378625579321076,2937
26,0.17783217586954767,0.17783217586954767,0.0008263285571990877,3050
27,0.17783217586954767,0.17783217586954767,0.0008109328218832606,3163
28,0.17783217586954767,0.17783217586954767,0.0008179657764373954,3276
29,0.17783217586954767,0.17783217586954767,0.0008198313411531715,3389
30,0.17783217586954767,0.17783217586954767,0.0008233592996840155,3502
31,0.17783217586954767,0.17783217586954767,0.0008097085416765641,3615
32,0.17783217586954767,0.17783217586954767,0.0008108670424642213,3728
33,0.17783217586954767,0.17783217586954767,0.0008346619934467354,3841
34,0.17783217586954767,0.17783217586954767,0.0008545478944243534,3954
35,0.17783217586954767,0.17783217586954767,0.0008605790267056342,4067
36,0.17783217586954767,0.17783217586954767,0.0008809556693240992,4180
37,0.17783217586954767,0.17783217586954767,0.000876829998476524,4293
38,0.17783217586954767,0.17783217586954767,0.0009031662397329171,4406
39,0.17783217586954767,0.17783217586954767,0.0009133290046250917,4519
40,0.17783217586954767,0.17783217586954767,0.0009153510762454888,4632
41,0.17783217586954767,0.17783217586954767,0.000924300176294558,4745
42,0.17783217586954767,0.17783217586954767,0.0009174754511270921,4858
43,0.17783217586954767,0.17783217586954767,0.00095815519991983,4971
44,0.17783217586954767,0.17783217586954767,0.000979821859469294,5084
45,0.17783217586954767,0.17783217586954767,0.0010002703862366366,5197
