generation,generation_best_loss,cumulative_best_loss,convergence,eval_count
1,65.14089524539807,65.14089524539807,0.00013051980889306774,289
2,57.10990015659966,57.10990015659966,0.00012657013617962338,434
3,45.572727341285386,45.572727341285386,0.00012971411433450227,579
4,32.34130005355589,32.34130005355589,0.00012615325807845576,724
5,32.34130005355589,32.34130005355589,0.0001305791137378783,869
6,23.740620701356555,23.740620701356555,0.00014391397422924677,1014
7,23.740620701356555,23.740620701356555,0.0001406688154162196,1159
8,23.740620701356555,23.740620701356555,0.00013922475157338195,1304
9,23.740620701356555,23.740620701356555,0.0001413133605036119,1449
10,19.51417567364646,19.51417567364646,0.0001500361272705056,1594
11,19.51417567364646,19.51417567364646,0.0001409880862080212,1739
12,19.51417567364646,19.51417567364646,0.00014292262973759464,1884
13,19.51417567364646,19.51417567364646,0.00016186011275599876,2029
14,14.799107958810398,14.799107958810398,0.00015805215756327124,2174
15,10.318957801080924,10.318957801080924,0.00018785302367158933,2319
16,9.85760300135893,9.85760300135893,0.00019788929109077716,2464
17,9.85760300135893,9.85760300135893,0.00020471832331009907,2609
18,5.775082644877937,5.775082644877937,0.00017782923348092072,2754
19,5.597717269629129,5.597717269629129,0.00017196791740528675,2899
20,5.597717269629129,5.597717269629129,0.00018395166409183907,3044
21,5.597717269629129,5.597717269629129,0.0001889870347028222,3189
22,5.597717269629129,5.597717269629129,0.00019386360305453685,3334
23,3.0911361707935265,3.0911361707935265,0.00018841912212206176,3479
24,3.0911361707935265,3.0911361707935265,0.00018151309864911544,3624
25,1.3269501930046113,1.3269501930046113,0.0001828932835662252,3769
26,1.3269501930046113,1.3269501930046113,0.00018693504231823282,3914
27,1.3269501930046113,1.3269501930046113,0.00018343585872346966,4059
28,1.3269501930046113,1.3269501930046113,0.00018180268330229862,4204
29,1.3269501930046113,1.3269501930046113,0.00017615522512010859,4349
30,1.3269501930046113,1.3269501930046113,0.00017799843637433143,4494
31,1.3269501930046113,1.3269501930046113,0.0001820307500447627,4639
32,1.3269501930046113,1.3269501930046113,0.00018206686814394783,4784
33,1.3269501930046113,1.3269501930046113,0.00018310019625202906,4929
34,1.3269501930046113,1.3269501930046113,0.00018549220501902063,5074
35,1.3269501930046113,1.3269501930046113,0.0001969036266259132,5219
36,1.3269501930046113,1.3269501930046113,0.00020026364246939778,5364
37,1.3269501930046113,1.3269501930046113,0.00020265724606421173,5509
38,1.3269501930046113,1.3269501930046113,0.00019914768247378703,5654
39,1.203928292950084,1.203928292950084,0.00021425778570557878,5799
40,1.203928292950084,1.203928292950084,0.00022270543354259735,5944
41,1.203928292950084,1.203928292950084,0.00022538045288678774,6089
42,1.203928292950084,1.203928292950084,0.00022405329811730186,6234
43,1.203928292950084,1.203928292950084,0.00022834015146168946,6379
44,1.203928292950084,1.203928292950084,0.00022208949130338084,6524
45,0.652308261817604,0.652308261817604,0.00020892069814844972,6669
46,0.652308261817604,0.652308261817604,0.00021409434382370135,6814
47,0.652308261817604,0.652308261817604,0.00020835715636041946,6959
48,0.652308261817604,0.652308261817604,0.00020377548995652048,7104
49,0.6068724811050653,0.6068724811050653,0.00020325990410570018,7249
50,0.6068724811050653,0.6068724811050653,0.00021036639297394348,7394
51,0.6068724811050653,0.6068724811050653,0.0002101242396143134,7539
52,0.6068724811050653,0.6068724811050653,0.0002163107968174657,7684
53,0.6068724811050653,0.6068724811050653,0.00021898077694053683,7829
54,0.6068724811050653,0.6068724811050653,0.00020833304840803255,7974
55,0.6068724811050653,0.6068724811050653,0.0001987500410899359,8119
56,0.6068724811050653,0.6068724811050653,0.0002015209416703273,8264
57,0.6068724811050653,0.6068724811050653,0.00019545509511424656,8409
58,0.6068724811050653,0.6068724811050653,0.0001948428431868896,8554
